timestamp,workload,io_wait,memory_usage,disk_write_bytes,cpu_usage,disk_read_bytes,cpu_idle,app_http_request_latency_houses_POST_0.5,app_http_request_latency_houses_POST_0.9,app_http_request_latency_houses_POST_0.99,app_http_request_latency_metrics_GET_0.5,app_http_request_latency_metrics_GET_0.9,app_http_request_latency_metrics_GET_0.99,app_http_request_latency_recipes_GET_0.5,app_http_request_latency_recipes_GET_0.9,app_http_request_latency_recipes_GET_0.99,app_http_request_latency_recipes_POST_0.5,app_http_request_latency_recipes_POST_0.9,app_http_request_latency_recipes_POST_0.99,app_http_request_latency_schedules_POST_0.5,app_http_request_latency_schedules_POST_0.9,app_http_request_latency_schedules_POST_0.99,app_http_request_latency_startworkflow_POST_0.5,app_http_request_latency_startworkflow_POST_0.9,app_http_request_latency_startworkflow_POST_0.99,app_http_request_latency_storages_POST_0.5,app_http_request_latency_storages_POST_0.9,app_http_request_latency_storages_POST_0.99,app_http_request_latency_users_POST_0.5,app_http_request_latency_users_POST_0.9,app_http_request_latency_users_POST_0.99,k1,k2,k3,k4,k5,
1523986535,0.4,0.7499999999998863,33.11092181198257,41779.2,6.700000000005275,0,93.29999999999472,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986537,0.8,0.3499999999999659,33.12090610385279,15564.8,5.799999999994725,0,94.20000000000528,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986539,0.8,0.3499999999999659,33.12090610385279,15564.8,5.799999999994725,0,94.20000000000528,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986541,0.4,0.3499999999999659,33.12090610385279,15564.8,5.799999999994725,0,94.20000000000528,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986543,0.4,0.45000000000044343,33.12159130035368,418611.2,5.850000000000364,0,94.14999999999965,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986545,0.4,0.45000000000044343,33.12159130035368,418611.2,5.850000000000364,0,94.14999999999965,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986547,0.8,0.9999999999996589,33.252610659846674,82739.2,14.000000000005457,0,85.99999999999454,3057,3108,3113,1,3,5,1002,1004,1009,2201,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986549,0.8,0.9999999999996589,33.252610659846674,82739.2,14.000000000005457,0,85.99999999999454,3057,3108,3113,1,3,5,1002,1004,1009,2201,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986551,0.6000000000000001,0.9999999999996589,33.252610659846674,82739.2,14.000000000005457,0,85.99999999999454,3057,3108,3113,1,3,5,1002,1004,1009,2201,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986553,0.6000000000000001,1.2500000000002842,33.1795148759831,59801.6,18.200000000001637,0,81.79999999999835,3057,3108,3113,1,3,5,1002,1004,1009,2201,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986555,0.6000000000000001,1.2500000000002842,33.1795148759831,59801.6,18.200000000001637,0,81.79999999999835,3057,3108,3113,1,3,5,1002,1004,1009,2201,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986557,0.6000000000000001,0.49999999999982947,33.19857802149021,327680,11.599999999993997,0,88.400000000006,3057,3108,3113,1,3,5,1002,1004,1009,2201,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986559,0.6000000000000001,0.49999999999982947,33.19857802149021,327680,11.599999999993997,0,88.400000000006,3057,3108,3113,1,3,5,1002,1004,1009,2201,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986561,1.6,0.49999999999982947,33.19857802149021,327680,11.599999999993997,0,88.400000000006,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986563,1.6,7.049999999999841,33.202713671799195,320307.2,28.85000000000673,0,71.14999999999327,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986565,1.6,7.049999999999841,33.202713671799195,320307.2,28.85000000000673,0,71.14999999999327,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1222,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986567,0.8,2.2500000000002274,33.18920551221008,67993.6,18.14999999999145,0,81.85000000000855,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986569,0.8,2.2500000000002274,33.18920551221008,67993.6,18.14999999999145,0,81.85000000000855,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,45,284,1000,2000,3000,4000,5000,
1523986571,1.6,2.2500000000002274,33.18920551221008,67993.6,18.14999999999145,0,81.85000000000855,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986573,1.6,14.54999999999984,33.15032061078416,580812.8,42.000000000007276,190054.4,57.999999999992724,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986575,1.6,14.54999999999984,33.15032061078416,580812.8,42.000000000007276,190054.4,57.999999999992724,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986577,1.2,1.9000000000002613,33.310876833726546,90931.2,17.199999999998,0,82.800000000002,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986579,1.2,1.9000000000002613,33.310876833726546,90931.2,17.199999999998,0,82.800000000002,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986581,0.2,1.9000000000002613,33.310876833726546,90931.2,17.199999999998,0,82.800000000002,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986583,0.2,4.049999999999727,33.339850857193056,1.3320192e+06,14.349999999999454,0,85.65000000000055,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986585,0.2,4.049999999999727,33.339850857193056,1.3320192e+06,14.349999999999454,0,85.65000000000055,3057,3108,3113,1,3,5,1002,1004,1009,2202,2313,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,27,42,44,1000,2000,3000,4000,5000,
1523986587,2.2,7.199999999999989,33.32120372384721,312934.4,32.5,0,67.5,3057,3108,3113,1,3,6,1002,1004,1009,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986589,2.2,7.199999999999989,33.32120372384721,312934.4,32.5,0,67.5,3057,3108,3113,1,3,6,1002,1004,1009,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986591,0.4,7.199999999999989,33.32120372384721,312934.4,32.5,0,67.5,3057,3108,3113,1,3,6,1002,1004,1009,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986593,0.4,1.3500000000004775,33.38211279851625,16384,17.850000000003092,264601.6,82.14999999999691,3057,3108,3113,1,3,6,1002,1004,1009,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986595,0.4,1.3500000000004775,33.38211279851625,16384,17.850000000003092,264601.6,82.14999999999691,3057,3108,3113,1,3,6,1002,1004,1009,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986597,0.8,1.0999999999998522,33.399927907539585,68812.8,14.349999999994907,0,85.6500000000051,3057,3108,3113,1,3,6,1002,1004,1008,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986599,0.8,1.0999999999998522,33.399927907539585,68812.8,14.349999999994907,0,85.6500000000051,3057,3108,3113,1,3,6,1002,1004,1008,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986601,0.8,1.0999999999998522,33.399927907539585,68812.8,14.349999999994907,0,85.6500000000051,3057,3108,3113,1,3,6,1002,1004,1008,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986603,0.8,0.7999999999998407,33.40824815076476,13107.2,12.200000000002547,0,87.79999999999745,3057,3108,3113,1,3,6,1002,1004,1008,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986605,0.8,0.7999999999998407,33.40824815076476,13107.2,12.200000000002547,0,87.79999999999745,3057,3108,3113,1,3,6,1002,1004,1008,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986607,0.6000000000000001,0.9499999999999885,33.427727308433134,27852.8,17.600000000002183,0,82.39999999999783,3057,3108,3113,1,3,6,1002,1004,1008,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986609,0.6000000000000001,0.9499999999999885,33.427727308433134,27852.8,17.600000000002183,0,82.39999999999783,3057,3108,3113,1,3,6,1002,1004,1008,2214,2323,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986611,1,0.9499999999999885,33.427727308433134,27852.8,17.600000000002183,0,82.39999999999783,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986613,1,0.7999999999998407,33.565965702489144,65536,23.849999999997635,14745.6,76.15000000000236,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986615,1,0.7999999999998407,33.565965702489144,65536,23.849999999997635,14745.6,76.15000000000236,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986617,0.6000000000000001,0.5000000000001137,33.48658079359948,9011.2,7.449999999998909,3276.8,92.55000000000109,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986619,0.6000000000000001,0.5000000000001137,33.48658079359948,9011.2,7.449999999998909,3276.8,92.55000000000109,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1218,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986621,1.6,0.5000000000001137,33.48658079359948,9011.2,7.449999999998909,3276.8,92.55000000000109,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1202,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986623,1.6,8.249999999999886,33.37105176928748,346521.6,16.649999999999636,0,83.35000000000036,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1202,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986625,1.6,8.249999999999886,33.37105176928748,346521.6,16.649999999999636,0,83.35000000000036,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,887,1335,NaN,NaN,NaN,1202,2330,4543,28,42,44,1000,2000,3000,4000,5000,
1523986627,1.2,1.0499999999998977,33.37034210148298,982220.8,13.800000000001106,0,86.19999999999891,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986629,1.2,1.0499999999998977,33.37034210148298,982220.8,13.800000000001106,0,86.19999999999891,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986631,0.8,1.0499999999998977,33.37034210148298,982220.8,13.800000000001106,0,86.19999999999891,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986633,0.8,0.4500000000001592,33.37496717786404,9011.2,16.19999999999891,0,83.80000000000109,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986635,0.8,0.4500000000001592,33.37496717786404,9011.2,16.19999999999891,0,83.80000000000109,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986637,0.6000000000000001,0.25000000000005684,33.39339406947745,10649.6,8.249999999998181,0,91.75000000000182,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986639,0.6000000000000001,0.25000000000005684,33.39339406947745,10649.6,8.249999999998181,0,91.75000000000182,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986641,0.6000000000000001,0.25000000000005684,33.39339406947745,10649.6,8.249999999998181,0,91.75000000000182,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986643,0.6000000000000001,1.150000000000091,33.39872881366301,154828.8,16.750000000006366,1638.4,83.24999999999363,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986645,0.6000000000000001,1.150000000000091,33.39872881366301,154828.8,16.750000000006366,1638.4,83.24999999999363,3057,3108,3113,1,3,7,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986647,0.6000000000000001,0.4499999999998749,33.414292562754824,31129.6,8.150000000000546,0,91.84999999999945,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986649,0.6000000000000001,0.4499999999998749,33.414292562754824,31129.6,8.150000000000546,0,91.84999999999945,3057,3108,3113,1,3,6,1002,1004,1008,2202,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986651,1,0.4499999999998749,33.414292562754824,31129.6,8.150000000000546,0,91.84999999999945,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986653,1,0.3500000000002501,33.387618841827035,15564.8,9.699999999993452,0,90.30000000000655,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986655,1,0.3500000000002501,33.387618841827035,15564.8,9.699999999993452,0,90.30000000000655,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986657,1.8000000000000003,10.299999999999727,33.45232096855462,566886.4,26.550000000002,125337.6,73.449999999998,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986659,1.8000000000000003,10.299999999999727,33.45232096855462,566886.4,26.550000000002,125337.6,73.449999999998,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986661,0.4,10.299999999999727,33.45232096855462,566886.4,26.550000000002,125337.6,73.449999999998,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986663,0.4,0.7500000000001705,33.43166718831329,8192,7.200000000002532,26214.4,92.79999999999745,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986665,0.4,0.7500000000001705,33.43166718831329,8192,7.200000000002532,26214.4,92.79999999999745,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986667,1,0.9499999999999887,33.42180525296109,301465.6,6.3999999999941934,52428.8,93.60000000000583,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986669,1,0.9499999999999887,33.42180525296109,301465.6,6.3999999999941934,52428.8,93.60000000000583,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986671,1.4,0.9499999999999887,33.42180525296109,301465.6,6.3999999999941934,52428.8,93.60000000000583,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986673,1.4,9.000000000000059,33.42755600930791,392396.8,15.950000000002547,26214.4,84.04999999999745,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986675,1.4,9.000000000000059,33.42755600930791,392396.8,15.950000000002547,26214.4,84.04999999999745,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986677,1,3.300000000000125,33.41177201848367,132710.4,10.650000000000531,52428.8,89.34999999999945,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986679,1,3.300000000000125,33.41177201848367,132710.4,10.650000000000531,52428.8,89.34999999999945,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,30,42,44,1000,2000,3000,4000,5000,
1523986681,0.8,3.300000000000125,33.41177201848367,132710.4,10.650000000000531,52428.8,89.34999999999945,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,31,44,57,1000,2000,3000,4000,5000,
1523986683,0.8,1.9999999999998863,33.407489540353055,3.0277632e+06,7.2499999999990905,52428.8,92.75000000000091,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,31,44,57,1000,2000,3000,4000,5000,
1523986685,0.8,1.9999999999998863,33.407489540353055,3.0277632e+06,7.2499999999990905,52428.8,92.75000000000091,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1148,2330,4543,31,44,57,1000,2000,3000,4000,5000,
1523986687,1.4,17.699999999999815,33.417424889616065,1.1067392e+06,28.550000000000182,26214.4,71.44999999999982,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2571,4543,31,44,57,1000,2000,3000,4000,5000,
1523986689,1.4,17.699999999999815,33.417424889616065,1.1067392e+06,28.550000000000182,26214.4,71.44999999999982,3057,3108,3113,1,3,6,1002,1004,1008,2214,2293,2325,143,871,1335,NaN,NaN,NaN,1202,2571,4543,31,44,57,1000,2000,3000,4000,5000,
